donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Macquarie Telecom Pty Ltd,38500,Australian Labor Party (ALP),Labor,2015-2016,19060,4,NSW,Level 15 2 Market Street,2000,Telecommunications
Macquarie Telecom Pty Ltd,11000,Australian Labor Party (ALP),Labor,2015-2016,19060,4,NSW,Level 15 2 Market Street,2000,Telecommunications
Mandarin International Investment Pty Ltd ATF 626 Family Trust,50000,Australian Labor Party (ALP),Labor,2015-2016,36614,4,NSW,"Level 15, 201 Miller Street",2060,Family Trust
Master Builders Australia Ltd,15000,Australian Labor Party (ALP),Labor,2015-2016,37119,4,ACT,PO Box 7170,2600,Property/Construction
Maurice Blackburn,27500,Australian Labor Party (ALP),Labor,2015-2016,20379,4,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,5000,Australian Labor Party (ALP),Labor,2015-2016,20379,4,VIC,PO Box 523,3001,Law Firms
Maurice Blackburn,5000,Australian Labor Party (ALP),Labor,2015-2016,20379,4,VIC,PO Box 523,3001,Law Firms
Medicines Australia Limited,25000,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,7500,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,7500,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,1522,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,1500,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,500,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,450,Australian Labor Party (ALP),Labor,2015-2016,34014,4,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,5000,Australian Labor Party (ALP),Labor,2015-2016,29770,4,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,1100,Australian Labor Party (ALP),Labor,2015-2016,29770,4,NSW,5 Alma Road,2113,Pharmaceutical/Health
Mineral Resources,27500,Australian Labor Party (ALP),Labor,2015-2016,32735,4,WA,Locked Bag 3,6153,Resources
Minerals Council of Australia,450,Australian Labor Party (ALP),Labor,2015-2016,27919,4,ACT,Level 3 44 Sydney Avenue,2603,Resources
Mr Eric Forday,10000,Australian Labor Party (ALP),Labor,2015-2016,36783,4,,,,Individual
Mr Eric Forday,10000,Australian Labor Party (ALP),Labor,2015-2016,36783,4,,,,Individual
Mr Gregory Perry,10000,Australian Labor Party (ALP),Labor,2015-2016,33549,4,,,,Individual
Mr Gregory Perry,5000,Australian Labor Party (ALP),Labor,2015-2016,33549,4,,,,Individual
Mr Gregory Perry,5000,Australian Labor Party (ALP),Labor,2015-2016,33549,4,,,,Individual
Mr Gregory Perry,3000,Australian Labor Party (ALP),Labor,2015-2016,33549,4,,,,Individual
Mr John Kirby,50000,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,10000,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,5000,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,3300,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,3300,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,2200,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,1133,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
Mr John Kirby,1100,Australian Labor Party (ALP),Labor,2015-2016,29943,4,,,,Individual
MSD,20000,Australian Labor Party (ALP),Labor,2015-2016,30199,4,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
MSD,130,Australian Labor Party (ALP),Labor,2015-2016,30199,4,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
National Australia Bank Limited,40000,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,11000,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,11000,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,8000,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,1100,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,1100,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,200,Australian Labor Party (ALP),Labor,2015-2016,19045,4,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Automotive Leasing and Salary Packaging Association,120000,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,16500,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,10000,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,2500,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,2000,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,550,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,550,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,550,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
National Automotive Leasing and Salary Packaging Association,550,Australian Labor Party (ALP),Labor,2015-2016,34608,4,VIC,"Locked Bag 32004 , Collins Street East",8003,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,15000,Australian Labor Party (ALP),Labor,2015-2016,22032,4,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,900,Australian Labor Party (ALP),Labor,2015-2016,22032,4,NSW,9a York Street,2000,Transportation
Network Ten Pty Limited,25000,Australian Labor Party (ALP),Labor,2015-2016,6553,4,NSW,GPO Box 10,2001,Media
Network Ten Pty Limited,9091,Australian Labor Party (ALP),Labor,2015-2016,6553,4,NSW,GPO Box 10,2001,Media
Network Ten Pty Limited,6818,Australian Labor Party (ALP),Labor,2015-2016,6553,4,NSW,GPO Box 10,2001,Media
Network Ten Pty Limited,3182,Australian Labor Party (ALP),Labor,2015-2016,6553,4,NSW,GPO Box 10,2001,Media
Network Ten Pty Limited,3182,Australian Labor Party (ALP),Labor,2015-2016,6553,4,NSW,GPO Box 10,2001,Media
Nine Dragons Club Pty Ltd,4000,Australian Labor Party (ALP),Labor,2015-2016,34197,4,VIC,7/13 Walkers Road,3131,Food
Nine Dragons Club Pty Ltd,2000,Australian Labor Party (ALP),Labor,2015-2016,34197,4,VIC,7/13 Walkers Road,3131,Food
Nine Dragons Club Pty Ltd,500,Australian Labor Party (ALP),Labor,2015-2016,34197,4,VIC,7/13 Walkers Road,3131,Food
Nine Entertainment Co,25000,Australian Labor Party (ALP),Labor,2015-2016,36528,4,NSW,24 Artarmon Road,2068,Entertainment
Norton Rose Fulbright Australia,2916,Australian Labor Party (ALP),Labor,2015-2016,36502,4,NSW,Sydney Office: Level 16 Grosvenor Place 225 George Street,2000,Law Firms
Novartis Pharmaceuticals Australia Pty Limited,30800,Australian Labor Party (ALP),Labor,2015-2016,1351,4,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Pathology Australia Incorporated,27500,Australian Labor Party (ALP),Labor,2015-2016,33972,4,ACT,Level 1 16 Napier Close,2600,Pharmaceutical/Health
Pathology Australia Incorporated,6600,Australian Labor Party (ALP),Labor,2015-2016,33972,4,ACT,Level 1 16 Napier Close,2600,Pharmaceutical/Health
Pathology Australia Incorporated,5500,Australian Labor Party (ALP),Labor,2015-2016,33972,4,ACT,Level 1 16 Napier Close,2600,Pharmaceutical/Health
PERRON GROUP TRUST,4000,Australian Labor Party (ALP),Labor,2015-2016,33056,4,WA,4 PLAIN STREET,6004,Property/Construction
PERRON GROUP TRUST,500,Australian Labor Party (ALP),Labor,2015-2016,33056,4,WA,4 PLAIN STREET,6004,Property/Construction
Pfizer Australia Pty Limited,22000,Australian Labor Party (ALP),Labor,2015-2016,601,4,NSW,38-42 Wharf Road,2114,Pharmaceutical/Health
Pfizer Australia Pty Limited,1100,Australian Labor Party (ALP),Labor,2015-2016,601,4,NSW,38-42 Wharf Road,2114,Pharmaceutical/Health
Pfizer Australia Pty Limited,450,Australian Labor Party (ALP),Labor,2015-2016,601,4,NSW,38-42 Wharf Road,2114,Pharmaceutical/Health
Pratt Holdings P/L,10000,Australian Labor Party (ALP),Labor,2015-2016,21894,4,VIC,Level 11 2 Southbank Blvd,3006,Industrial/Manufacturing
Pratt Holdings P/L,10000,Australian Labor Party (ALP),Labor,2015-2016,21894,4,VIC,Level 11 2 Southbank Blvd,3006,Industrial/Manufacturing
Pricewaterhousecoopers,27500,Australian Labor Party (ALP),Labor,2015-2016,21246,4,NSW,GPO Box 2650,1171,Accounting/Advisory
Primary Health Care Limited,27500,Australian Labor Party (ALP),Labor,2015-2016,32568,4,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
Primary Health Care Limited,11000,Australian Labor Party (ALP),Labor,2015-2016,32568,4,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
Primary Health Care Limited,5500,Australian Labor Party (ALP),Labor,2015-2016,32568,4,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
Primary Health Care Limited,550,Australian Labor Party (ALP),Labor,2015-2016,32568,4,NSW,"Level 6, 203 Pacific Highway",2065,Pharmaceutical/Health
Property Council of Australia Limited,10000,Australian Labor Party (ALP),Labor,2015-2016,12917,4,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Property Council of Australia Limited,10000,Australian Labor Party (ALP),Labor,2015-2016,12917,4,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Property Council of Australia Limited,1650,Australian Labor Party (ALP),Labor,2015-2016,12917,4,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Property Council of Australia Limited,550,Australian Labor Party (ALP),Labor,2015-2016,12917,4,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
Property Council of Australia Limited,550,Australian Labor Party (ALP),Labor,2015-2016,12917,4,NSW,"Level 1, 11 Barrack Street",2000,Property/Construction
QBE Insurance (Australia) Limited,22000,Australian Labor Party (ALP),Labor,2015-2016,20362,4,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
QBE Insurance (Australia) Limited,2000,Australian Labor Party (ALP),Labor,2015-2016,20362,4,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
QBE Insurance (Australia) Limited,250,Australian Labor Party (ALP),Labor,2015-2016,20362,4,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
RANDWICK LABOR CLUB LIMITED,1500,Australian Labor Party (ALP),Labor,2015-2016,28370,4,NSW,135 Alison Road,2031,Hotels/Clubs
Regional Express Holdings Ltd,50000,Australian Labor Party (ALP),Labor,2015-2016,10406,4,NSW,PO Box 807,1460,Transportation
Retail Guild of Australia Inc,10000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,3000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,2000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,2000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,2000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,2000,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1600,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1500,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1500,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1500,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1200,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1100,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,100,Australian Labor Party (ALP),Labor,2015-2016,33082,4,NSW,1 Thomas Holt Drive,2113,Retail & Service
Roche Products Pty Ltd,22000,Australian Labor Party (ALP),Labor,2015-2016,34050,4,NSW,4-10 Inman Rd,2099,Pharmaceutical/Health
Santos Limited,27500,Australian Labor Party (ALP),Labor,2015-2016,626,4,SA,60 Flinders Street,5000,Resources
Santos Limited,7500,Australian Labor Party (ALP),Labor,2015-2016,626,4,SA,60 Flinders Street,5000,Resources
Santos Limited,1650,Australian Labor Party (ALP),Labor,2015-2016,626,4,SA,60 Flinders Street,5000,Resources
Serendipity (WA) Pty Ltd,24000,Australian Labor Party (ALP),Labor,2015-2016,29060,4,WA,PO Box 1752,6872,Retail & Service
Serendipity (WA) Pty Ltd,4000,Australian Labor Party (ALP),Labor,2015-2016,29060,4,WA,PO Box 1752,6872,Retail & Service
SingTel Optus Pty Ltd,27500,Australian Labor Party (ALP),Labor,2015-2016,21890,4,NSW,1 LYONPARK ROAD,2113,Telecommunications
SingTel Optus Pty Ltd,4000,Australian Labor Party (ALP),Labor,2015-2016,21890,4,NSW,1 LYONPARK ROAD,2113,Telecommunications
Sonic Healthcare Limited,55000,Australian Labor Party (ALP),Labor,2015-2016,29115,4,NSW,14 Giffnock Avenue,2113,Pharmaceutical/Health
Suncorp Group Limited,33000,Australian Labor Party (ALP),Labor,2015-2016,34194,4,QLD,Level 28 266 George Street,4000,Finance/Insurance
Suncorp Group Limited,550,Australian Labor Party (ALP),Labor,2015-2016,34194,4,QLD,Level 28 266 George Street,4000,Finance/Insurance
Suncorp Group Limited,250,Australian Labor Party (ALP),Labor,2015-2016,34194,4,QLD,Level 28 266 George Street,4000,Finance/Insurance
Tabcorp Holdings Limited,22000,Australian Labor Party (ALP),Labor,2015-2016,19567,4,VIC,5 Bowen Crescent,3004,Gambling
Tabcorp Holdings Limited,5500,Australian Labor Party (ALP),Labor,2015-2016,19567,4,VIC,5 Bowen Crescent,3004,Gambling
Tabcorp Holdings Limited,550,Australian Labor Party (ALP),Labor,2015-2016,19567,4,VIC,5 Bowen Crescent,3004,Gambling
Tatts Group Limited,10000,Australian Labor Party (ALP),Labor,2015-2016,37143,4,QLD,87 Ipswich Rd,4102,Gambling
Thales Australia Limited,27500,Australian Labor Party (ALP),Labor,2015-2016,36673,4,NSW,7 Murray Rose Avenue,2128,Defence
Thales Australia Limited,4532,Australian Labor Party (ALP),Labor,2015-2016,36673,4,NSW,7 Murray Rose Avenue,2128,Defence
Thales Australia Limited,1000,Australian Labor Party (ALP),Labor,2015-2016,36673,4,NSW,7 Murray Rose Avenue,2128,Defence
The Australian Workers' Union National Office,54500,Australian Labor Party (ALP),Labor,2015-2016,29802,4,NSW,Level 10 377-383 Sussex Street,2000,Unions
The Civic Group,20000,Australian Labor Party (ALP),Labor,2015-2016,33966,4,VIC,Lower Ground 9 Queen Street,3000,Advocacy/Lobbyist
The Gandel Group Pty Ltd,70000,Australian Labor Party (ALP),Labor,2015-2016,16943,4,VIC,PO Box 204,3148,Property/Construction
The Gandel Group Pty Ltd,10000,Australian Labor Party (ALP),Labor,2015-2016,16943,4,VIC,PO Box 204,3148,Property/Construction
The Gandel Group Pty Ltd,1000,Australian Labor Party (ALP),Labor,2015-2016,16943,4,VIC,PO Box 204,3148,Property/Construction
The Pharmacy Guild of Australia,82500,Australian Labor Party (ALP),Labor,2015-2016,33796,4,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Pharmacy Guild of Australia,10000,Australian Labor Party (ALP),Labor,2015-2016,33796,4,ACT,"Level 2, 15 National Circuit",2600,Pharmaceutical/Health
The Registered Clubs Association of NSW (t/a ClubsNSW),33000,Australian Labor Party (ALP),Labor,2015-2016,16043,4,NSW,Level 8 51 Druitt Street,2000,Hotels/Clubs
The Registered Clubs Association of NSW (t/a ClubsNSW),2200,Australian Labor Party (ALP),Labor,2015-2016,16043,4,NSW,Level 8 51 Druitt Street,2000,Hotels/Clubs
The Registered Clubs Association of NSW (t/a ClubsNSW),1000,Australian Labor Party (ALP),Labor,2015-2016,16043,4,NSW,Level 8 51 Druitt Street,2000,Hotels/Clubs
The Star Entertainment Group Limited,25000,Australian Labor Party (ALP),Labor,2015-2016,36598,4,QLD,Level 3 159 William Street,4000,Gambling
The Star Entertainment Group Limited,3500,Australian Labor Party (ALP),Labor,2015-2016,36598,4,QLD,Level 3 159 William Street,4000,Gambling
The Star Entertainment Group Limited,2500,Australian Labor Party (ALP),Labor,2015-2016,36598,4,QLD,Level 3 159 William Street,4000,Gambling
The Star Entertainment Group Limited,2200,Australian Labor Party (ALP),Labor,2015-2016,36598,4,QLD,Level 3 159 William Street,4000,Gambling
The Trustee for Bespoke Business Trust,2500,Australian Labor Party (ALP),Labor,2015-2016,29082,4,SA,19 Vardon Ave,5000,Advocacy/Lobbyist
The Trustee for Bespoke Business Trust,1000,Australian Labor Party (ALP),Labor,2015-2016,29082,4,SA,19 Vardon Ave,5000,Advocacy/Lobbyist
Toga Pty Ltd,5000,Australian Labor Party (ALP),Labor,2015-2016,21887,4,NSW,Level 5 45 Jones Street,2007,Property/Construction
Toga Pty Ltd,3000,Australian Labor Party (ALP),Labor,2015-2016,21887,4,NSW,Level 5 45 Jones Street,2007,Property/Construction
Top Education Group,10000,Australian Labor Party (ALP),Labor,2015-2016,34219,4,NSW,"Suite 1, Biomedical Building 1 Central Ave, Australian Technology Park",2015,Education
